timeNS
1759800
429700
421700
373500
392100
352700
157300
114600
135900
188600
97100
445400
115600
107900
85800
130200
104200
92900
87200
101700
78500
83600
131200
94300
88200
86500
107200
78800
397051700
573599300
696939100
595997600
995048200
895169600
795244100
1057531200
1092875600
992380900
891657200
799428000
1242612900
1158568500
1058978000
958156900
915574200
884625600
1121153600
1015788000
922936000
912681500
895414400
227919000
75394500
252337500
141320400
200606800
105200
195113400
120400
81300
78300
81400
298854800
10825100
77800
83300
66500
76900
117100
112800
80900
97200
74400
89500
66400
68400
80600
85500
6772700
67100
67800
72500
68600
67300
86700
79900
69400
60000
58000
68900
79800
104500
62500
66000
71900
182719700
63300
68300
105800
130200
